student_id,attendance_rate,homework_submission_rate,exam_score_avg,gate_pass_violations,bus_delay_minutes,sentiment_score,sentiment_text,gamified_points,risk_label
STU00367,83.06,58.62,93.1,0,3,-0.6,Feeling very overwhelmed,1051,1
STU00368,71.05,80.54,80.32,0,13,0.91,Homework was easy,1207,0
STU00369,50.96,55.45,72.21,0,6,-0.42,Too much pressure,915,1
STU00370,88.14,66.48,66.42,0,7,-0.13,Had a good day at school,996,0
STU00371,62.27,70.48,68.38,0,2,0.18,Had a good day at school,1046,0
STU00372,89.42,61.24,66.26,0,7,0.14,Had a good day at school,943,0
STU00373,83.28,80.5,60.24,0,3,-0.08,Excited for the football game,1106,0
STU00374,97.41,63.6,68.99,1,11,0.55,Excited for the football game,980,0
STU00375,94.73,81.68,87.65,1,1,0.54,Class was fun,1255,0
STU00376,84.41,73.73,70.64,0,2,0.78,Love my teachers,1090,0
STU00377,81.5,66.28,76.94,1,5,0.24,Love my teachers,1047,0
STU00378,78.88,82.1,57.0,0,20,0.57,Excited for the football game,1106,0
STU00379,78.24,75.66,77.78,0,1,0.71,Class was fun,1145,0
STU00380,97.21,90.75,67.71,0,10,-0.02,Excited for the football game,1246,0
STU00381,90.47,84.49,75.03,0,0,0.24,Homework was easy,1220,0
STU00382,77.81,56.99,56.77,0,17,-0.16,Nobody wants to talk to me,853,0
STU00383,60.6,68.39,72.39,1,0,0.97,Love my teachers,1045,0
STU00384,66.35,71.46,73.17,0,0,0.2,Love my teachers,1080,0
STU00385,96.4,82.58,86.79,0,0,0.73,Excited for the football game,1259,0
STU00386,92.42,58.15,85.72,1,4,0.11,So tired and stressed out,1010,0
STU00387,73.49,85.38,76.33,0,0,0.33,Excited for the football game,1235,0
STU00388,88.5,49.81,52.69,0,8,0.14,Feeling very overwhelmed,761,0
STU00389,75.74,86.66,78.89,0,2,0.0,I feel great today,1261,0
STU00390,68.91,59.19,80.04,1,2,-0.07,So tired and stressed out,992,1
STU00391,91.8,51.93,87.88,0,1,-0.39,I feel lonely during lunch,958,0
STU00392,71.0,76.51,65.91,0,2,0.84,Had a good day at school,1094,0
STU00393,88.94,86.41,67.84,0,1,0.68,I feel great today,1203,0
STU00394,88.41,70.71,59.15,0,20,0.09,I feel great today,1002,0
STU00395,52.57,79.73,67.11,0,9,-0.16,Had a good day at school,1132,0
STU00396,65.99,81.26,70.41,0,1,0.29,Class was fun,1164,0
STU00397,85.34,76.59,64.29,1,9,0.23,Had a good day at school,1087,0
STU00398,57.97,72.61,65.85,1,2,0.67,Excited for the football game,1055,0
STU00399,75.74,77.43,93.68,0,2,0.5,Class was fun,1242,0
STU00400,71.62,52.23,61.16,0,0,0.11,Struggling with math,828,0
STU00401,84.71,78.57,78.41,1,5,0.35,I feel great today,1177,0
STU00402,78.67,62.4,86.93,0,0,-0.03,Class was fun,1058,0
STU00403,99.0,82.11,77.11,0,0,-0.14,Excited for the football game,1206,0
STU00404,83.6,65.33,78.89,0,5,0.21,Excited for the football game,1047,0
STU00405,89.3,48.0,86.31,2,8,-0.22,Nobody wants to talk to me,911,1
STU00406,71.75,59.61,81.49,0,0,-0.49,So tired and stressed out,1003,1
STU00407,84.23,79.68,48.38,0,5,-0.14,I feel lonely during lunch,1038,0
STU00408,90.2,78.02,53.63,0,5,-0.01,Too much pressure,1048,0
STU00409,44.87,85.59,77.68,2,0,0.81,Excited for the football game,1244,0
STU00410,80.0,57.37,88.8,0,0,-0.31,I feel lonely during lunch,1017,0
STU00411,93.68,42.51,97.19,0,1,-0.58,Too much pressure,911,1
STU00412,81.92,58.44,85.15,0,6,0.02,I feel lonely during lunch,1010,0
STU00413,95.46,89.45,78.43,0,1,0.39,I feel great today,1286,0
STU00414,89.65,84.79,85.28,1,2,0.29,Love my teachers,1274,0
STU00415,95.28,57.34,72.75,1,5,0.09,I feel lonely during lunch,937,0
STU00416,85.92,78.83,72.86,1,0,0.57,Excited for the football game,1152,0
STU00417,56.99,45.23,92.6,0,3,0.07,Too much pressure,915,0
STU00418,85.14,65.8,61.91,1,7,0.89,I feel great today,967,0
STU00419,93.92,79.74,82.01,0,1,0.89,Class was fun,1207,0
STU00420,80.26,74.56,68.55,0,2,0.52,Excited for the football game,1088,0
STU00421,90.31,89.05,92.43,0,18,0.96,I feel great today,1352,0
STU00422,88.42,78.52,72.34,1,2,-0.0,I feel great today,1146,0
STU00423,82.31,75.07,96.31,0,0,0.23,Love my teachers,1232,0
STU00424,81.93,48.55,73.7,1,10,-0.51,I feel lonely during lunch,854,1
STU00425,76.68,62.1,75.81,0,16,0.82,Class was fun,1000,0
STU00426,43.55,66.31,71.28,0,0,0.31,Excited for the football game,1019,0
STU00427,56.26,59.0,88.15,0,1,0.04,Struggling with math,1030,0
STU00428,90.5,74.88,41.01,1,2,-0.14,I feel lonely during lunch,953,1
STU00429,47.05,75.61,100.0,0,0,0.25,Class was fun,1256,0
STU00430,92.58,86.33,61.1,0,2,0.42,Love my teachers,1168,0
STU00431,59.4,49.18,87.39,1,2,-0.7,Struggling with math,928,1
STU00432,74.61,76.21,63.6,0,0,0.86,Class was fun,1080,0
STU00433,78.81,72.26,81.12,0,4,0.17,Love my teachers,1128,0
STU00434,81.42,59.26,69.19,2,13,-0.01,Too much pressure,938,1
STU00435,70.49,72.53,100.0,0,0,0.95,Excited for the football game,1225,0
STU00436,80.42,71.98,71.36,0,0,0.62,Had a good day at school,1076,0
STU00437,88.47,55.09,65.51,0,1,-0.04,So tired and stressed out,878,0
STU00438,82.3,72.89,61.97,0,2,0.82,Excited for the football game,1038,0
STU00439,85.48,62.86,67.01,0,1,0.66,I feel great today,963,0
STU00440,93.5,60.81,84.56,0,8,0.92,I feel great today,1030,0
STU00441,85.01,56.18,78.35,0,2,-0.41,Too much pressure,953,1
STU00442,75.23,69.43,70.2,0,0,0.35,Homework was easy,1045,0
STU00443,97.8,75.8,71.85,1,6,-0.17,Excited for the football game,1117,0
STU00444,81.17,82.62,79.98,0,6,0.18,I feel great today,1226,0
STU00445,94.14,78.47,87.08,1,5,-0.14,I feel great today,1220,0
STU00446,82.24,80.98,65.89,1,0,-0.18,Excited for the football game,1139,0
STU00447,90.28,52.48,78.55,0,3,-0.42,Nobody wants to talk to me,917,1
STU00448,82.93,83.1,79.99,0,1,0.1,Love my teachers,1230,0
STU00449,83.14,64.81,100.0,0,1,0.18,Excited for the football game,1148,0
STU00450,89.71,61.88,82.37,0,0,0.64,Class was fun,1030,0
STU00451,81.68,75.77,77.41,0,12,0.58,Love my teachers,1144,0
STU00452,90.71,58.4,63.4,1,0,-0.56,So tired and stressed out,901,1
STU00453,80.75,82.1,68.78,0,12,0.46,Had a good day at school,1164,0
STU00454,77.6,47.25,78.66,0,0,-0.04,Too much pressure,865,0
STU00455,76.5,95.66,69.48,0,9,-0.01,Homework was easy,1304,0
STU00456,84.73,69.21,58.2,1,3,0.51,Had a good day at school,983,0
STU00457,61.73,80.11,63.99,0,10,0.32,I feel great today,1121,0
STU00458,94.26,59.94,70.29,0,0,-0.13,Feeling very overwhelmed,950,0
STU00459,92.17,49.58,80.27,1,3,-0.2,Feeling very overwhelmed,897,1
STU00460,59.06,73.05,75.83,0,3,0.23,Love my teachers,1109,0
STU00461,74.55,42.66,69.91,0,1,-0.7,Nobody wants to talk to me,776,1
STU00462,65.45,56.28,83.8,0,0,-0.32,I feel lonely during lunch,981,1
STU00463,34.95,79.92,100.0,0,0,0.4,I feel great today,1299,0
STU00464,90.0,72.1,81.46,1,3,-0.17,Excited for the football game,1128,0
STU00465,95.47,50.47,93.1,0,23,-0.67,I feel lonely during lunch,970,1
STU00466,86.95,55.17,78.43,0,10,-0.61,I feel lonely during lunch,943,1
STU00467,97.65,81.88,52.18,1,3,0.19,Nobody wants to talk to me,1079,0
STU00468,89.34,61.73,56.34,2,7,0.47,Homework was easy,899,0
STU00469,73.89,52.51,76.01,2,1,0.09,Nobody wants to talk to me,905,1
STU00470,93.04,73.35,61.54,0,8,-0.13,I feel great today,1041,0
STU00471,76.55,73.06,79.8,0,0,0.43,Excited for the football game,1129,0
STU00472,88.03,85.71,58.15,0,2,0.66,Excited for the football game,1147,0
STU00473,57.88,70.22,71.72,0,8,0.73,I feel great today,1060,0
STU00474,76.87,73.01,80.44,0,9,0.67,Excited for the football game,1132,0
STU00475,86.11,82.53,73.51,0,10,0.35,Class was fun,1192,0
STU00476,74.5,78.41,74.87,0,0,0.33,Love my teachers,1158,0
STU00477,98.06,66.05,65.81,0,4,-0.01,Class was fun,989,0
STU00478,66.6,83.49,75.19,1,6,0.9,Love my teachers,1210,0
STU00479,92.87,80.54,72.26,0,2,0.83,I feel great today,1166,0
STU00480,92.4,55.5,100.0,0,8,-0.37,Struggling with math,1055,0
STU00481,84.94,53.52,64.87,0,3,-0.13,I feel lonely during lunch,859,0
STU00482,88.91,36.82,69.32,0,6,-0.51,So tired and stressed out,714,1
STU00483,91.9,79.2,93.98,1,11,0.12,Had a good day at school,1261,0
STU00484,69.77,85.0,68.54,0,1,0.18,Love my teachers,1192,0
STU00485,88.16,86.82,89.29,0,0,0.21,Class was fun,1314,0
STU00486,92.3,88.36,83.39,0,5,-0.18,Class was fun,1300,0
STU00487,89.33,56.92,94.43,0,2,-0.03,Nobody wants to talk to me,1041,0
STU00488,65.69,59.17,72.97,0,5,0.08,Nobody wants to talk to me,956,0
STU00489,84.58,55.38,65.89,1,8,-0.49,So tired and stressed out,883,1
STU00490,79.55,68.2,91.46,1,0,0.48,I feel great today,1139,0
STU00491,85.01,64.07,80.71,0,0,-0.2,Class was fun,1044,0
STU00492,65.15,86.53,69.02,0,7,0.89,Love my teachers,1210,0
STU00493,70.13,55.64,71.05,1,2,-0.42,Struggling with math,911,1
STU00494,78.67,57.45,79.26,1,2,-0.62,So tired and stressed out,970,1
STU00495,73.32,82.78,72.72,0,8,0.69,Love my teachers,1191,0
STU00496,88.99,76.94,74.19,2,3,0.42,Love my teachers,1140,0
STU00497,90.06,41.47,85.11,1,2,-0.26,Nobody wants to talk to me,840,1
STU00498,86.09,44.07,57.28,1,0,0.09,Struggling with math,727,1
STU00499,62.67,74.29,56.62,1,1,0.03,Class was fun,1026,1
STU00500,78.62,55.23,74.36,0,2,-0.82,Too much pressure,924,1
STU00501,87.32,70.24,69.94,0,5,0.12,I feel great today,1052,0
STU00502,80.33,78.3,77.58,0,13,-0.14,Homework was easy,1170,0
STU00503,63.23,64.65,87.09,0,0,0.31,I feel great today,1081,0
STU00504,71.62,83.83,76.03,1,1,0.86,Homework was easy,1218,0
STU00505,80.86,85.84,88.19,0,6,0.95,Class was fun,1299,0
STU00506,91.63,73.2,99.99,0,0,0.3,Class was fun,1231,0
STU00507,39.38,87.8,69.2,0,3,-0.01,Homework was easy,1224,0
STU00508,88.05,62.1,78.11,0,0,0.02,Excited for the football game,1011,0
STU00509,77.78,74.03,64.72,0,10,0.09,Excited for the football game,1063,0
STU00510,60.66,67.06,100.0,1,0,0.6,Class was fun,1170,0
STU00511,96.73,57.33,88.51,0,5,-0.82,Nobody wants to talk to me,1015,1
STU00512,68.93,50.76,74.57,1,3,-0.86,Feeling very overwhelmed,880,1
STU00513,68.19,63.02,78.28,0,3,-0.01,Love my teachers,1021,0
STU00514,88.26,73.26,75.19,0,4,0.69,Class was fun,1108,0
STU00515,92.7,62.8,65.95,0,4,0.8,Homework was easy,957,0
STU00516,79.57,67.67,80.51,0,0,0.09,Excited for the football game,1079,0
STU00517,68.51,65.02,82.91,1,3,0.86,Excited for the football game,1064,0
STU00518,94.14,72.23,77.09,0,0,0.38,I feel great today,1107,0
STU00519,80.94,79.45,86.44,0,2,0.54,Excited for the football game,1226,0
STU00520,88.78,93.22,70.23,0,2,0.56,Excited for the football game,1283,0
STU00521,76.74,59.11,71.7,1,3,0.19,Too much pressure,949,0
STU00522,86.06,47.09,83.6,1,2,-0.4,I feel lonely during lunch,888,1
STU00523,65.47,80.0,73.21,0,3,-0.06,Homework was easy,1166,0
STU00524,89.92,67.88,92.09,0,3,-0.02,Love my teachers,1139,0
STU00525,66.24,71.87,73.05,0,0,0.45,Had a good day at school,1083,0
STU00526,52.33,49.95,71.83,0,3,-0.66,Struggling with math,858,1
STU00527,86.44,70.34,71.58,0,0,-0.15,I feel great today,1061,0
STU00528,96.71,72.56,46.14,0,16,-0.23,Feeling very overwhelmed,956,0
STU00529,86.03,77.02,60.05,0,3,0.14,Excited for the football game,1070,0
STU00530,79.44,88.84,74.68,0,3,0.24,Class was fun,1261,0
STU00531,71.69,84.75,52.14,0,0,0.19,I feel lonely during lunch,1108,0
STU00532,90.41,93.97,100.0,0,1,0.06,Excited for the football game,1439,0
STU00533,68.9,44.01,85.19,0,14,-0.52,Feeling very overwhelmed,866,1
STU00534,35.14,24.0,71.86,0,0,-0.4,Feeling very overwhelmed,599,1
STU00535,71.22,65.96,74.19,0,3,0.49,Had a good day at school,1030,0
STU00536,84.68,85.93,78.12,0,2,0.51,Homework was easy,1249,0
STU00537,90.12,77.0,97.34,0,8,0.44,Excited for the football game,1256,0
STU00538,71.7,68.52,96.25,0,1,0.6,Love my teachers,1166,0
STU00539,44.23,54.56,64.32,0,2,-0.5,Struggling with math,867,1
STU00540,91.89,84.39,86.53,0,1,-0.17,Homework was easy,1276,0
STU00541,78.65,83.88,58.68,0,4,0.11,Had a good day at school,1132,0
STU00542,86.6,58.2,58.31,0,3,-0.56,I feel lonely during lunch,873,1
STU00543,93.59,41.18,93.87,1,10,-0.38,Feeling very overwhelmed,881,1
STU00544,99.06,56.69,72.89,0,5,-0.49,So tired and stressed out,931,1
STU00545,83.89,93.44,82.75,0,8,-0.05,Had a good day at school,1348,0
STU00546,65.45,63.69,77.0,1,0,0.53,Class was fun,1021,0
STU00547,67.29,76.89,64.93,0,4,0.46,Excited for the football game,1093,0
STU00548,90.49,53.99,75.01,1,2,-0.53,Feeling very overwhelmed,914,1
STU00549,82.57,54.15,73.52,0,3,-0.24,Too much pressure,909,0
STU00550,84.67,46.24,89.69,0,3,0.07,So tired and stressed out,910,0
STU00551,98.52,75.72,63.02,0,0,0.44,I feel great today,1072,0
STU00552,73.68,60.64,70.27,1,23,0.05,Had a good day at school,957,0
STU00553,95.19,60.72,57.02,0,1,0.01,Had a good day at school,892,0
STU00554,96.45,51.89,72.74,0,5,-0.38,Too much pressure,882,0
STU00555,82.79,50.3,73.67,0,0,-0.97,Too much pressure,871,1
STU00556,88.28,49.45,98.56,0,4,-0.91,Too much pressure,987,1
STU00557,77.11,43.94,90.55,0,2,-0.67,Too much pressure,892,1
STU00558,76.72,62.45,76.92,0,4,0.7,Love my teachers,1009,0
STU00559,86.19,67.49,70.9,0,13,0.61,Class was fun,1029,0
STU00560,93.62,62.08,75.66,1,9,-0.16,Excited for the football game,999,0
STU00561,83.19,52.25,74.52,1,6,0.08,So tired and stressed out,895,0
STU00562,86.6,73.92,77.16,0,6,0.16,I feel great today,1125,0
STU00563,91.15,84.56,80.44,0,2,0.1,Love my teachers,1247,0
STU00564,64.28,87.65,86.4,0,1,0.25,Excited for the football game,1308,0
STU00565,87.31,91.44,60.11,0,8,0.88,Had a good day at school,1214,0
STU00566,37.5,50.94,90.93,0,2,-0.22,Struggling with math,964,1
STU00567,93.33,75.82,70.86,0,9,0.11,Love my teachers,1112,0
STU00568,77.6,38.96,70.64,2,4,-0.89,Feeling very overwhelmed,742,1
STU00569,96.66,40.86,63.73,0,10,-0.32,Too much pressure,727,1
STU00570,79.1,74.92,86.78,0,3,0.31,Excited for the football game,1183,0
STU00571,89.87,86.31,87.27,0,2,0.23,Had a good day at school,1299,0
STU00572,70.78,91.1,100.0,1,8,0.05,Excited for the football game,1411,0
STU00573,82.52,59.12,91.44,1,3,-0.69,Too much pressure,1048,1
STU00574,71.66,50.89,87.24,0,0,-0.71,So tired and stressed out,945,1
STU00575,35.24,52.36,69.64,1,8,-0.08,Struggling with math,871,1
STU00576,53.71,83.43,91.68,1,2,-0.03,Homework was easy,1292,0
STU00577,68.93,70.67,67.32,1,5,0.8,Love my teachers,1043,0
STU00578,70.4,66.92,85.92,1,0,0.89,Excited for the football game,1098,0
STU00579,70.87,70.36,62.75,0,7,0.74,Had a good day at school,1017,0
STU00580,89.89,77.25,64.55,0,11,-0.07,Class was fun,1095,0
STU00581,85.69,57.88,66.7,0,0,0.01,Nobody wants to talk to me,912,0
STU00582,94.66,50.85,74.94,1,2,-0.72,So tired and stressed out,883,1
STU00583,90.8,60.64,58.7,0,7,-0.08,Love my teachers,899,0
STU00584,89.39,64.68,73.28,1,8,0.28,Homework was easy,1013,0
STU00585,82.59,55.93,70.89,0,4,-0.48,Too much pressure,913,1
STU00586,92.62,89.85,51.25,0,1,-0.87,Too much pressure,1154,1
STU00587,76.5,87.74,71.92,0,8,0.99,Class was fun,1237,0
STU00588,89.92,74.7,93.82,1,2,0.14,Had a good day at school,1216,0
STU00589,64.83,90.7,70.61,1,17,0.25,Had a good day at school,1260,0
STU00590,86.1,74.76,70.63,0,2,0.94,Excited for the football game,1100,0
STU00591,73.95,84.68,72.41,0,2,0.24,Homework was easy,1208,0
STU00592,84.1,83.08,91.98,0,1,0.08,Had a good day at school,1290,0
STU00593,86.57,81.06,68.76,0,5,0.15,I feel great today,1154,0
STU00594,63.85,77.36,70.55,0,0,0.01,Excited for the football game,1126,0
STU00595,49.52,75.99,71.59,0,2,-0.05,Excited for the football game,1117,0
STU00596,95.98,82.3,77.3,0,7,0.55,Class was fun,1209,0
STU00597,91.43,68.48,84.58,1,19,-0.19,Homework was easy,1107,0
STU00598,70.26,53.09,80.9,0,7,-0.97,I feel lonely during lunch,935,1
STU00599,52.71,68.98,95.31,0,2,0.28,Had a good day at school,1166,0
STU00600,86.74,80.67,74.5,0,17,0.63,Love my teachers,1179,0
STU00601,80.08,54.33,68.8,0,3,-0.43,Struggling with math,887,1
STU00602,74.43,63.16,81.98,0,0,0.64,Homework was easy,1041,0
STU00603,94.12,56.47,71.37,1,14,-0.42,So tired and stressed out,921,1
STU00604,82.58,69.35,74.58,1,3,0.58,Homework was easy,1066,0
STU00605,68.98,91.53,71.55,0,3,0.42,Love my teachers,1273,0
STU00606,66.15,72.09,60.87,1,2,0.0,Class was fun,1025,1
STU00607,95.6,85.6,80.37,0,4,-0.09,Had a good day at school,1257,0
STU00608,70.79,63.42,73.11,0,13,0.5,Homework was easy,999,0
STU00609,35.45,89.53,61.92,0,7,0.48,Love my teachers,1204,0
STU00610,78.57,71.26,70.78,0,0,0.04,Class was fun,1066,0
STU00611,76.32,87.81,56.04,0,5,0.3,Love my teachers,1158,0
STU00612,70.21,76.27,88.02,0,2,0.93,I feel great today,1202,0
STU00613,92.41,74.21,70.13,0,1,-0.18,Excited for the football game,1092,0
STU00614,77.86,61.8,77.96,0,15,-0.2,Had a good day at school,1007,0
STU00615,83.81,66.94,80.72,0,3,0.93,Love my teachers,1073,0
STU00616,92.51,85.43,63.4,0,6,-0.2,Love my teachers,1171,0
STU00617,84.0,70.29,74.03,1,2,-0.01,Had a good day at school,1073,0
STU00618,89.48,58.29,92.15,0,4,-0.06,Struggling with math,1043,0
STU00619,59.38,79.37,81.82,0,3,0.76,I feel great today,1202,0
STU00620,93.06,82.46,96.41,0,0,0.51,Class was fun,1306,0
STU00621,79.73,73.47,54.47,0,2,-0.66,Too much pressure,1007,1
STU00622,90.29,64.74,65.8,0,3,0.36,Excited for the football game,976,0
STU00623,78.41,79.25,49.51,0,5,-0.5,Nobody wants to talk to me,1040,1
STU00624,84.51,84.42,84.86,1,12,0.99,Class was fun,1268,0
STU00625,85.0,86.71,56.71,1,5,0.61,Class was fun,1150,0
STU00626,86.33,70.27,91.79,0,8,0.31,I feel great today,1161,0
STU00627,87.68,65.48,70.49,0,4,0.25,I feel great today,1007,0
STU00628,91.59,92.57,57.23,0,4,0.47,Class was fun,1211,0
STU00629,68.82,56.96,80.31,0,0,-0.99,So tired and stressed out,971,1
STU00630,72.25,68.97,71.9,0,2,0.59,Had a good day at school,1049,0
STU00631,87.85,92.01,61.55,0,3,0.69,I feel great today,1227,0
STU00632,75.5,79.49,97.16,1,5,0.86,Homework was easy,1280,0
STU00633,67.76,81.28,67.76,0,0,0.69,Homework was easy,1151,0
STU00634,86.25,66.52,75.3,0,0,-0.08,Love my teachers,1041,0
STU00635,75.01,69.75,81.5,0,3,-0.18,Had a good day at school,1105,0
STU00636,58.75,68.69,68.66,0,4,0.29,Class was fun,1030,0
STU00637,67.65,71.05,84.68,0,3,0.39,Love my teachers,1133,0
STU00638,76.87,45.45,62.04,0,7,-0.69,Too much pressure,764,1
STU00639,85.37,81.59,71.19,1,5,0.65,Homework was easy,1171,0
STU00640,51.41,59.11,57.42,0,2,-0.14,So tired and stressed out,878,1
STU00641,76.85,76.52,77.34,0,0,0.9,Homework was easy,1151,0
STU00642,93.58,47.69,88.97,1,4,-0.98,Nobody wants to talk to me,921,1
STU00643,53.95,78.7,61.49,0,4,0.33,Class was fun,1094,0
STU00644,56.17,80.59,88.47,0,8,0.98,Love my teachers,1248,0
STU00645,80.63,62.86,75.63,1,4,0.57,Love my teachers,1006,0
STU00646,79.19,75.48,79.86,0,3,0.8,I feel great today,1154,0
STU00647,97.85,74.88,61.12,0,19,0.27,I feel great today,1054,0
STU00648,78.17,84.16,63.81,0,9,0.92,Homework was easy,1160,0
STU00649,89.38,90.08,75.15,0,1,0.57,Class was fun,1276,0
STU00650,68.41,77.03,74.67,0,4,0.68,Class was fun,1143,0
STU00651,76.28,70.94,89.47,0,2,0.71,Love my teachers,1156,0
STU00652,64.64,78.58,73.12,0,1,0.04,Had a good day at school,1151,0
STU00653,97.73,61.04,57.47,0,4,0.4,Homework was easy,897,0
STU00654,93.7,61.13,73.47,1,5,0.13,I feel great today,978,0
STU00655,68.3,94.02,63.99,0,8,0.35,Had a good day at school,1260,0
STU00656,74.59,72.54,71.42,0,2,0.49,Class was fun,1082,0
STU00657,49.28,62.94,53.72,1,1,-0.76,Feeling very overwhelmed,898,1
STU00658,60.59,89.94,78.72,0,3,0.24,Homework was easy,1293,0
STU00659,76.92,80.79,50.14,1,0,-0.52,Nobody wants to talk to me,1058,1
STU00660,45.5,49.55,89.24,1,6,-0.84,So tired and stressed out,941,1
STU00661,62.64,67.87,83.24,0,1,0.37,Love my teachers,1094,0
STU00662,82.59,58.22,80.4,0,4,-0.15,I feel lonely during lunch,984,0
STU00663,71.43,59.94,92.88,0,3,-0.26,I feel lonely during lunch,1063,0
STU00664,79.45,46.28,88.28,0,3,-0.84,I feel lonely during lunch,904,1
STU00665,64.82,83.37,95.25,0,7,0.24,Excited for the football game,1309,0
STU00666,77.28,81.1,64.75,0,7,0.48,Homework was easy,1134,0
STU00667,96.56,42.52,86.6,0,15,-0.02,I feel lonely during lunch,858,0
STU00668,65.01,36.9,98.8,1,11,0.13,Too much pressure,863,1
STU00669,85.73,59.83,100.0,2,11,-0.54,I feel lonely during lunch,1098,1
STU00670,58.98,84.77,74.89,0,2,0.63,Homework was easy,1222,0
STU00671,77.15,92.9,72.24,0,5,0.1,Had a good day at school,1290,0
STU00672,92.53,81.64,98.75,0,8,-0.15,Homework was easy,1310,0
STU00673,89.79,41.88,78.35,0,2,-0.65,Nobody wants to talk to me,810,1
STU00674,79.27,69.94,83.43,1,1,0.41,Love my teachers,1116,0
STU00675,74.87,69.62,74.56,1,6,-0.03,Homework was easy,1069,0
STU00676,81.18,59.66,63.55,0,0,-0.03,So tired and stressed out,914,0
STU00677,96.09,62.62,67.6,1,7,0.33,Excited for the football game,964,0
STU00678,90.94,72.41,52.09,0,9,-0.09,Nobody wants to talk to me,984,0
STU00679,80.74,78.99,71.21,1,3,0.8,Love my teachers,1145,0
STU00680,89.66,55.6,82.14,1,0,0.05,Struggling with math,966,0
STU00681,83.65,59.07,52.5,0,10,0.09,I feel lonely during lunch,853,0
STU00682,79.78,63.48,72.03,0,5,0.15,Homework was easy,994,0
STU00683,59.98,89.48,80.54,1,3,-0.11,Love my teachers,1297,0
STU00684,73.5,27.87,90.67,1,1,0.01,Nobody wants to talk to me,732,1
STU00685,89.53,47.63,64.08,0,6,-0.79,Struggling with math,796,1
STU00686,90.96,76.32,61.18,0,0,0.03,Homework was easy,1069,0
STU00687,71.58,42.58,73.86,2,11,-0.39,Feeling very overwhelmed,795,1
STU00688,70.82,75.76,71.26,0,4,0.77,Love my teachers,1113,0
STU00689,74.01,79.05,62.29,0,3,0.39,Excited for the football game,1101,0
STU00690,55.83,80.26,48.1,0,1,-0.81,Nobody wants to talk to me,1043,1
STU00691,65.68,53.69,46.45,0,4,0.13,Struggling with math,769,0
STU00692,86.01,50.7,70.16,0,5,-0.07,Struggling with math,857,0
STU00693,87.21,92.02,82.32,0,14,0.68,Excited for the football game,1331,0
STU00694,68.72,66.18,95.16,0,5,0.44,Had a good day at school,1137,0
STU00695,87.86,80.15,56.61,0,6,-0.14,I feel great today,1084,0
STU00696,69.41,59.64,60.3,1,0,-0.11,Nobody wants to talk to me,897,1
STU00697,81.49,70.99,67.67,0,5,0.73,Class was fun,1048,0
STU00698,95.75,66.48,72.2,2,13,0.67,Class was fun,1025,0
STU00699,93.73,46.83,61.98,0,0,-0.2,So tired and stressed out,778,0
